,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,merchant_rating_count,merchant_rating,merchant_has_profile_picture,product_url,limited_quantity,discount,no_urgency,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,origin_m,origin_other,origin_s,origin_xs,origin_CN,origin_US,origin_VE,origin_other,origin_m,origin_other,origin_s,origin_xs
732,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
733,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,133.0,45.0,52.0,29.0,37.0,0,1,0,0,0,0,0,1,0,1,0,0
734,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,11.0,4.0,6.0,5.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
735,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,358.0,169.0,147.0,64.0,118.0,0,1,0,0,0,0,0,1,0,1,0,0
736,7.0,6,100,0,3.95,65,0,0,0,0,"Summer,sexy bathing suit,Bikinis Set,Beach,splitbikiniset,Swimwear,Bikini,Fashion,Two Pieces,splits,Women,Women's Fashion,printed",xs,50,Livraison standard,2,0,40,50,1047,3.9560649474689593,0,https://www.wish.com/c/5dfd9633ddee91057e0018d2,1,0,0,30.0,17.0,10.0,1.0,7.0,0,0,0,1,1,0,0,0,0,0,0,1
737,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,2616.0,1011.0,657.0,284.0,306.0,0,1,0,0,0,0,0,1,0,1,0,0
738,11.0,11,5000,1,3.59,1329,0,0,0,0,"Summer,clubwear,Dress,Women's Fashion,V-neck,bodycon,Elegant,Jumpsuits & Rompers,sexy,Women,Rompers,jumpsuit",m,50,Livraison standard,2,0,44,50,246312,4.2037253564584764,0,https://www.wish.com/c/5aa8cd7b2c3a22301d352e25,1,0,0,515.0,265.0,238.0,115.0,196.0,1,0,0,0,1,0,0,0,1,0,0,0
739,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1.0,1.0,2.0,0.0,3.0,0,1,0,0,0,0,0,1,0,1,0,0
740,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,2246.0,1221.0,1098.0,506.0,820.0,0,1,0,0,0,0,0,1,0,1,0,0
741,7.0,26,10000,0,3.86,2092,0,0,0,0,"Summer,Lace,Dress,Lace Dress,V-neck,Women's Fashion,Women Clothing,Sleeveless dress,sleeveless,summer dresses,women dress,loose dress,casual dress",s,50,Livraison standard,2,0,33,50,5534,3.999819298879653,0,https://www.wish.com/c/5cc5363ab90e2b5649a53b80,0,0,1,1009.0,399.0,300.0,143.0,241.0,0,0,1,0,1,0,0,0,0,0,1,0
742,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,624.0,262.0,246.0,122.0,213.0,0,1,0,0,1,0,0,0,0,1,0,0
743,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1223.0,644.0,419.0,178.0,267.0,0,1,0,0,0,0,0,1,0,1,0,0
744,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,3.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
745,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,705.0,296.0,162.0,79.0,70.0,0,1,0,0,0,0,0,1,0,1,0,0
746,8.0,68,8,0,5.0,0,0,0,0,0,"Mini,summer dress,Floral print,Summer,womensfahsion,Spaghetti,Dress,floralprinteddres,Print,minidressforwomen,Mini dress,spaghettishoulderstrapdres,Women's Fashion,spaghettistrapdresse,Sexy Dress,Floral,sexy,Fashion",s,50,Livraison standard,3,0,43,50,626,3.916932907348243,0,https://www.wish.com/c/5eb2200b989caa081980b812,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0
747,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,35.0,12.0,12.0,10.0,6.0,0,1,0,0,0,0,0,1,0,1,0,0
748,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,16.0,5.0,5.0,0.0,4.0,0,1,0,0,0,0,0,1,0,1,0,0
749,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,18.0,4.0,2.0,0.0,3.0,0,1,0,0,1,0,0,0,0,1,0,0
750,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,243.0,122.0,142.0,99.0,137.0,0,1,0,0,0,0,0,1,0,1,0,0
751,7.0,6,100,0,3.95,65,0,0,0,0,"Summer,sexy bathing suit,Bikinis Set,Beach,splitbikiniset,Swimwear,Bikini,Fashion,Two Pieces,splits,Women,Women's Fashion,printed",xs,50,Livraison standard,2,0,40,50,1047,3.9560649474689593,0,https://www.wish.com/c/5dfd9633ddee91057e0018d2,0,0,1,30.0,17.0,10.0,1.0,7.0,0,0,0,1,1,0,0,0,0,0,0,1
752,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,2.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
753,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1334.0,459.0,339.0,201.0,396.0,0,1,0,0,0,0,0,1,0,1,0,0
754,5.65,6,1000,1,3.96,164,0,0,0,0,"Summer,Plus Size,Tank,Tops,Spaghetti Strap,tank top,floralprinted,Women's Fashion,Fashion,Design,printed,Floral,sleeveless,Spaghetti,Casual",m,17,Livraison standard,2,0,23,50,12309,4.0451702006661785,1,https://www.wish.com/c/5d0b0ac9fdbec0744e2584a9,0,0,1,86.0,26.0,28.0,8.0,16.0,1,0,0,0,1,0,0,0,1,0,0,0
755,8.0,8,5000,0,4.14,555,0,0,0,0,"Summer,Funny T Shirt,Shirt,Sleeve,Shorts,tshirtcotton,Tops,short-sleeved shirt,short sleeves,cottontop,Casual,Women's Fashion,tshirtsfemme,tanktopshirt,women t shirt,Women,printed,Cotton,letterprinttshirt,summer tops,casualtshirttop",m,50,Livraison standard,3,0,41,50,9678,3.799958669146518,0,https://www.wish.com/c/5d6f980190bd5f5694d25a6d,0,0,1,304.0,122.0,68.0,23.0,38.0,1,0,0,0,1,0,0,0,1,0,0,0
756,5.0,5,5000,0,3.6,763,0,0,0,0,"Summer,Plus Size,Deep V-Neck,Dress,short sleeves,V-neck,Mini dress,beach dress,Fashion,t-shirt dress,Casual,blouse,Shorts,Tops & Blouses,Sleeve,summer dress,Women's Fashion,Swimsuit,swim suit cover up,Party Dress,Ladies,party,linen dress,Beach,loose dress,Swimming",xs,7,Livraison standard,2,0,20,50,5995,4.028857381150959,0,https://www.wish.com/c/5cdbb7300ffb0e5faa5d5d63,0,0,1,308.0,146.0,130.0,55.0,124.0,0,0,0,1,1,0,0,0,0,0,0,1
757,11.0,10,10000,1,4.05,1479,0,0,0,0,"Summer,Shorts,Cotton,Cotton T Shirt,letter print,cute,teeshirthomme,short sleeves,animalprotectiontshirt,Round neck,Women's Fashion,Fashion,printed,topsamptee,Casual,beetshirt,Women,Sleeve,T Shirts,Necks",m,50,Livraison standard,2,0,45,50,5816,3.936382393397524,0,https://www.wish.com/c/5cedf93ac0baab7389f4ccd7,1,0,0,754.0,329.0,219.0,73.0,104.0,1,0,0,0,1,0,0,0,1,0,0,0
758,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,4.0,2.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
759,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,5.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
760,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,9.0,0.0,4.0,2.0,9.0,0,1,0,0,1,0,0,0,0,1,0,0
761,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,5.0,3.0,7.0,1.0,6.0,0,1,0,0,1,0,0,0,0,1,0,0
762,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,96.0,44.0,37.0,23.0,55.0,0,1,0,0,0,0,0,1,0,1,0,0
763,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,63.0,16.0,16.0,6.0,17.0,0,1,0,0,0,0,0,1,0,1,0,0
764,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,27.0,6.0,8.0,3.0,7.0,0,1,0,0,1,0,0,0,0,1,0,0
765,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,35.0,19.0,22.0,14.0,16.0,0,1,0,0,0,0,0,1,0,1,0,0
766,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,8.0,11.0,4.0,0.0,2.0,0,1,0,0,0,0,0,1,0,1,0,0
767,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,461.0,218.0,170.0,94.0,160.0,0,1,0,0,0,0,0,1,0,1,0,0
768,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,36.0,9.0,17.0,9.0,37.0,0,1,0,0,0,0,0,1,0,1,0,0
769,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1.0,4.0,2.0,0.0,5.0,0,1,0,0,0,0,0,1,0,1,0,0
771,16.0,14,10000,0,4.34,3075,1,0,1,0,"Summer,long skirt,Fashion,Elegant,solid,Skirts,Dress,Sexy Dress,Formal Dress,Women's Fashion,party,sexy,Beach",xs,50,Livraison standard,4,0,47,50,17621,4.3011747346915605,0,https://www.wish.com/c/593e59811897c53b972f5dc7,1,0,0,1974.0,581.0,275.0,91.0,154.0,0,0,0,1,1,0,0,0,0,0,0,1
772,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,97.0,35.0,38.0,16.0,27.0,0,1,0,0,0,0,0,1,0,1,0,0
773,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,252.0,117.0,95.0,46.0,72.0,0,1,0,0,1,0,0,0,0,1,0,0
774,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
775,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,385.0,126.0,85.0,33.0,39.0,0,1,0,0,0,0,0,1,0,1,0,0
776,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,471.0,185.0,96.0,36.0,39.0,0,1,0,0,0,0,0,1,0,1,0,0
777,14.0,12,100,0,4.23,65,1,0,1,0,"sleeve v-neck,Summer,Slim Fit,Sleeve,Shorts,women Jumpsuit,slim,bodysuitsjumpsuit,short sleeves,V-neck,bodycon,shortjumpsuit,chestzipper,rompersoverall,zippers,summerjumpsuit,jumpsuitshort,rompersshort,jumpsuit",s,50,Livraison standard,4,0,33,50,3520,4.169886363636364,0,https://www.wish.com/c/5e71b033d9b4ac3bfee4274f,0,0,1,41.0,8.0,10.0,2.0,4.0,0,0,1,0,1,0,0,0,0,0,1,0
778,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,662.0,328.0,252.0,129.0,175.0,0,1,0,0,1,0,0,0,0,1,0,0
779,15.0,109,1000,0,3.96,382,0,0,0,0,"lace dresses,Club Dress,Plus Size,Lace,Summer,long dress,Clothing,Dress,summer dress,Women's Fashion,Maxi Dresses,womens clothes,Elegant,beach dress,Sleeveless dress,sleeveless,party,Women,Fashion,casual dress",s,50,Livraison standard,4,0,36,50,51369,3.9682688002491777,1,https://www.wish.com/c/5ccfc1718249575e0f776a12,0,0,1,190.0,83.0,48.0,25.0,36.0,0,0,1,0,1,0,0,0,0,0,1,0
780,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
781,5.75,5,10,1,5.0,0,0,0,0,0,"Funny,letter print,Fashion,Shirt,Sleeve,Summer,unisex,Tops,short sleeves,Shorts,T Shirts,Plus Size,black,Tops & T-Shirts,Print,Women,Women's Fashion,Casual,Cotton",xs,5,Livraison standard,2,0,139,50,3,2.333333333333333,0,https://www.wish.com/c/5ed4cabd34f3329741e8c3ee,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1
782,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,40.0,12.0,10.0,11.0,26.0,0,1,0,0,0,0,0,1,0,1,0,0
783,6.0,6,1000,0,3.21,362,0,0,0,0,"short sleeves,Shorts,Shirt,Sleeve,ribbed,Tee,crops,Casual,T Shirts,Fashion,Women,Women's Fashion,Tops,Cotton",s,50,Livraison standard,2,0,24,50,5914,4.155393980385527,0,https://www.wish.com/c/5c8aa4b8571dc27f6022a29a,1,0,0,117.0,60.0,52.0,48.0,85.0,0,0,1,0,1,0,0,0,0,0,1,0
784,8.0,7,10000,0,4.09,1087,0,0,0,0,"Trousers & Shorts,trousers,sport pants,skinny pants,Casual pants,pants,Pure Color,yoga pants,Short pants,Leggings,Long pants,pencil pants,Sports Pants,women trousers,Yoga,Women's Fashion,Casual,Women",s,50,Livraison standard,2,0,21,50,4019,3.9609355561084847,0,https://www.wish.com/c/5d523b41dc07526635f3ae75,1,0,0,626.0,176.0,138.0,48.0,99.0,0,0,1,0,1,0,0,0,0,0,1,0
785,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,82.0,30.0,27.0,17.0,26.0,0,1,0,0,0,0,0,1,0,1,0,0
786,8.0,7,20000,0,3.9,3700,0,0,0,0,"Summer,Fashion,Mini,plus size dress,Pleated,tank top,beach dress,Party Dress,Elegant Dress,summer dresses,Skirts,Casual,Cotton,short dress,Tops,Round neck,Sleeveless dress,Ladies,sleeveless,Robes,Holiday,Beach,Plus Size,Halter,Dress,Floral dress,Mini dress,Pocket,Women's Fashion,printed,party,Floral,knee,casual dress,sexy,Shorts,Tank,Necks,T Shirts,Women,Ladies Fashion",xs,2,Livraison standard,2,0,18,50,9492,4.130004214075011,0,https://www.wish.com/c/5b31e341ec739662f2bd71ab,0,0,1,1783.0,730.0,566.0,258.0,363.0,0,0,0,1,1,0,0,0,0,0,0,1
787,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,27.0,16.0,17.0,10.0,15.0,0,1,0,0,0,0,0,1,0,1,0,0
788,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,2.0,1.0,2.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
789,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,2.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
790,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,5479.0,2331.0,1605.0,665.0,847.0,0,1,0,0,0,0,0,1,0,1,0,0
791,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,5.0,0.0,0.0,0.0,4.0,0,1,0,0,0,0,0,1,0,1,0,0
792,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,87.0,30.0,19.0,6.0,11.0,0,1,0,0,0,0,0,1,0,1,0,0
793,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1511.0,479.0,275.0,115.0,207.0,0,1,0,0,0,0,0,1,0,1,0,0
794,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,362.0,142.0,141.0,77.0,154.0,0,1,0,0,0,0,0,1,0,1,0,0
795,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,310.0,108.0,46.0,25.0,23.0,0,1,0,0,1,0,0,0,0,1,0,0
796,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,891.0,323.0,280.0,161.0,205.0,0,1,0,0,0,0,0,1,0,1,0,0
797,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,33.0,13.0,19.0,11.0,18.0,0,1,0,0,0,0,0,1,0,1,0,0
798,9.0,38,1000,0,4.52,312,1,0,1,0,"Hip Hop,Summer,Fashion,Shirt,Funny,onecktshirt,Tops,summer t-shirts,Tee,Men's Fashion,Cool T-Shirts,T Shirts,Men T-shirt,Men,3dprintedtshirt,sizesxxxl",s,50,Livraison standard,3,0,55,50,27740,4.380173035328046,1,https://www.wish.com/c/591e8dcf49043a6ea25b1a31,1,0,0,216.0,64.0,16.0,9.0,7.0,0,0,1,0,1,0,0,0,0,0,1,0
799,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,24.0,6.0,11.0,2.0,15.0,0,1,0,0,0,0,0,1,0,1,0,0
800,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,894.0,303.0,224.0,92.0,129.0,0,1,0,0,0,0,0,1,0,1,0,0
801,8.0,55,7,0,5.0,1,0,0,0,0,"butterfly,Summer,printeddre,halter dress,dressesforwomensummer,Beach,Dress,boho,V-neck,beach dress,bohemian,icesilk,Ladies,sleeveless,Skirts,butterflyprintskirt,Casual,Women's Fashion",m,50,Livraison standard,3,0,63,50,6348,4.248582230623819,0,https://www.wish.com/c/5eec6643d6854068e20df558,0,0,1,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0
802,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,18.0,7.0,9.0,3.0,5.0,0,1,0,0,0,0,0,1,0,1,0,0
803,4.86,8,1000,1,3.89,115,0,0,0,0,"Summer,Fashion,art,Shirt,Sleeve,tattoo,Tops,Men,short sleeves,Men's Fashion,retrotshirt,Round neck,T Shirts,Shorts,3D T-shirt,Casual,Print,Tee Shirt,printed",xs,1,Livraison standard,1,0,38,50,21842,3.7899001922900832,1,https://www.wish.com/c/5e6885a8835b431211cdcd46,0,0,1,55.0,23.0,20.0,3.0,14.0,0,0,0,1,1,0,0,0,0,0,0,1
804,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,17.0,0.0,2.0,2.0,4.0,0,1,0,0,0,0,0,1,0,1,0,0
805,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1.0,3.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0
806,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,129.0,67.0,91.0,41.0,80.0,0,1,0,0,0,0,0,1,0,1,0,0
807,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,64.0,30.0,18.0,14.0,19.0,0,1,0,0,0,0,0,1,0,1,0,0
808,11.0,14,100,0,3.16,38,0,0,0,0,"Summer,beachlooseshort,elastic waist,Waist,Elastic,mensdrawstringshort,Outdoor,Shorts,casualsummersportsshort,menssolidcolorshort,men's shorts,Casual,menspocketsshort",m,9,Livraison standard,3,0,94,50,38985,4.064229831986662,0,https://www.wish.com/c/5de22bd604954c94ec9b6c99,0,0,1,11.0,7.0,7.0,3.0,10.0,1,0,0,0,1,0,0,0,1,0,0,0
809,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,23.0,9.0,8.0,3.0,13.0,0,1,0,0,0,0,0,1,0,1,0,0
810,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,777.0,274.0,155.0,55.0,91.0,0,1,0,0,0,0,0,1,0,1,0,0
811,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1220.0,433.0,365.0,203.0,299.0,0,1,0,0,0,0,0,1,0,1,0,0
812,14.0,12,10000,1,4.36,2010,1,0,1,0,"Women's Fashion,Summer,Plus Size,long dress,Beach,Dress,slim,boho,beach dress,Party Dress,printed,party,sexy,Ladies,sleeveless,Striped,Fashion,Women",s,50,Livraison standard,3,0,38,50,22765,4.238172633428508,0,https://www.wish.com/c/5954c8008329cb74b77e81e6,1,0,0,1271.0,400.0,200.0,69.0,70.0,0,0,1,0,1,0,0,0,0,0,1,0
813,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
814,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,21.0,5.0,2.0,2.0,5.0,0,1,0,0,0,0,0,1,0,1,0,0
815,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,211.0,59.0,40.0,17.0,25.0,0,1,0,0,0,0,0,1,0,1,0,0
816,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,2.0,0.0,2.0,0.0,2.0,0,1,0,0,1,0,0,0,0,1,0,0
817,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,3.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
818,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,14.0,5.0,6.0,1.0,8.0,0,1,0,0,0,0,0,1,0,1,0,0
819,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1958.0,675.0,518.0,242.0,368.0,0,1,0,0,0,0,0,1,0,1,0,0
820,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,64.0,29.0,21.0,6.0,11.0,0,1,0,0,0,0,0,1,0,1,0,0
821,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,67.0,34.0,34.0,20.0,37.0,0,1,0,0,0,0,0,1,0,1,0,0
822,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,147.0,40.0,18.0,6.0,6.0,0,1,0,0,0,0,0,1,0,1,0,0
823,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,189.0,101.0,59.0,30.0,49.0,0,1,0,0,0,0,0,1,0,1,0,0
824,5.74,5,10000,1,3.61,2366,0,0,0,0,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,black dress,Beach,Casual,Women",m,1,Livraison standard,1,0,50,50,59903,4.153665091898569,1,https://www.wish.com/c/5cd3e32fd908537780580e43,1,0,0,981.0,434.0,368.0,220.0,363.0,1,0,0,0,1,0,0,0,1,0,0,0
825,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,13.0,4.0,4.0,0.0,2.0,0,1,0,0,1,0,0,0,0,1,0,0
826,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,288.0,207.0,190.0,99.0,136.0,0,1,0,0,0,0,0,1,0,1,0,0
827,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,86.0,33.0,30.0,20.0,50.0,0,1,0,0,0,0,0,1,0,1,0,0
828,5.79,5,5000,0,3.78,1022,0,0,0,0,"Summer,camisole,chiffon,Dress,slim,beach dress,Ladies,Women's Fashion,backless,printed,Floral,Robes,Beach,Casual,Women",s,6,Livraison standard,2,0,47,50,3566,3.7324733595064497,0,https://www.wish.com/c/5d178f2c35678a26633c3bff,0,0,1,470.0,194.0,155.0,74.0,129.0,0,0,1,0,1,0,0,0,0,0,1,0
829,8.0,16,10000,0,3.27,1167,0,0,0,0,"Summer,Plus Size,Elastic,Lace,Casual pants,summer shorts,Short pants,women shorts,Shorts,Beach Shorts Women,Beach Shorts,loosepant,Panties,high waisted shorts,Lace Up,Women's Fashion,Casual,Women",s,12,Livraison standard,2,0,18,50,9177,3.8740329083578513,0,https://www.wish.com/c/5c9f216de87867207c7ac74b,0,0,1,412.0,187.0,166.0,113.0,289.0,0,0,1,0,1,0,0,0,0,0,1,0
830,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
831,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,32.0,16.0,22.0,4.0,8.0,0,1,0,0,0,0,0,1,0,1,0,0
832,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,21.0,11.0,6.0,8.0,9.0,0,1,0,0,0,0,0,1,0,1,0,0
833,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,911.0,340.0,279.0,169.0,316.0,0,1,0,0,0,0,0,1,0,1,0,0
834,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,183.0,69.0,37.0,19.0,11.0,0,1,0,0,0,0,0,1,0,1,0,0
835,4.86,5,1000,1,3.79,200,0,0,0,0,"Summer,printeddres,Halter,Dress,Floral dress,beach dress,Party Dress,V-neck,sleeveless,Floral,maxi dress,Casual,casual dress,Deep V-Neck,Beach,Plus Size,summer dress,Women's Fashion,Sleeveless dress,Ladies,party,Clothes,Fashion,printed",xs,1,Livraison standard,1,0,20,50,2707,4.189139268562985,0,https://www.wish.com/c/5e4e29ed8753cc326396fbec,0,0,1,95.0,35.0,28.0,16.0,26.0,0,0,0,1,1,0,0,0,0,0,0,1
836,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,232.0,114.0,72.0,59.0,46.0,0,1,0,0,0,0,0,1,0,1,0,0
837,6.0,9,1000,0,4.01,471,0,0,0,0,"blouse,Summer,off shoulder top,Plus Size,Shirt,loose top,lace top,Tops,Collar,Women's Fashion,Fashion,Lace,Casual,Women",s,50,Livraison standard,2,0,35,50,2505,4.092215568862276,0,https://www.wish.com/c/5d0c7fda142e760e3b414d74,0,0,1,252.0,85.0,62.0,31.0,41.0,0,0,1,0,1,0,0,0,0,0,1,0
