,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,merchant_rating_count,merchant_rating,merchant_has_profile_picture,product_url,limited_quantity,discount,no_urgency,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,origin_m,origin_other,origin_s,origin_xs,origin_CN,origin_US,origin_VE,origin_other,origin_m,origin_other,origin_s,origin_xs
838,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,373.0,117.0,66.0,27.0,38.0,0,1,0,0,0,0,0,1,0,1,0,0
839,11.0,50,5000,0,3.45,869,0,0,0,0,"Summer,Plus Size,Lace,pants,Short pants,summer shorts,yogashort,women fashion shorts,women shorts,Fashion,Lace Up,Sport,trousers,Casual,looseshort,Women,Shorts,Yoga,Waist,casualshortpant,sexyshort,Women's Fashion,high waist,solid color",m,50,Livraison standard,2,0,43,50,36361,3.9675201452105284,0,https://www.wish.com/c/5c36e83cc7d0216a7835b7a1,0,0,1,305.0,164.0,155.0,107.0,138.0,0,1,0,0,1,0,0,0,1,0,0,0
840,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1044.0,526.0,348.0,146.0,189.0,0,1,0,0,0,0,0,1,0,1,0,0
841,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,231.0,104.0,92.0,46.0,63.0,0,1,0,0,0,0,0,1,0,1,0,0
842,12.0,11,20000,1,3.8,2066,0,0,0,0,"Summer,Shorts,Sleeve,pants,Spring,Loose,short sleeves,Long pants,Fashion,off shoulder,black,Causal,Women Fashion,jumpsuit",m,25,Livraison standard,3,0,49,50,55670,4.1214837434884135,1,https://www.wish.com/c/5cbd345663e9171f9180b06d,1,0,0,932.0,422.0,317.0,151.0,244.0,1,0,0,0,1,0,0,0,1,0,0,0
843,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,189.0,102.0,55.0,31.0,45.0,0,1,0,0,0,0,0,1,0,1,0,0
844,8.0,7,100,0,4.07,14,0,0,0,0,"cute,momshirt,Shirt,Sleeve,pregnant,Summer,Print,maternityshirt,Maternity,Cartoons,seenyousoon,Funny,short sleeves,Fashion,pregnantshirt,Shorts,Baby,pregnancyshirt,Casual,T Shirts",s,1,Livraison standard,3,0,33,50,360,4.230555555555555,0,https://www.wish.com/c/5eb7863e696078086baec0ab,0,0,1,9.0,0.0,3.0,1.0,1.0,0,0,1,0,1,0,0,0,0,0,1,0
845,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,101.0,46.0,61.0,40.0,89.0,0,1,0,0,0,0,0,1,0,1,0,0
846,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,13.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
847,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,350.0,149.0,152.0,92.0,178.0,0,1,0,0,0,0,0,1,0,1,0,0
848,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,288.0,101.0,119.0,62.0,107.0,0,1,0,0,0,0,0,1,0,1,0,0
849,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,321.0,109.0,68.0,23.0,59.0,0,1,0,0,0,0,0,1,0,1,0,0
850,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,216.0,81.0,69.0,41.0,56.0,0,1,0,0,0,0,0,1,0,1,0,0
851,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,281.0,113.0,56.0,30.0,40.0,0,1,0,0,1,0,0,0,0,1,0,0
852,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,517.0,255.0,256.0,153.0,349.0,0,1,0,0,0,0,0,1,0,1,0,0
853,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,394.0,97.0,33.0,9.0,19.0,0,1,0,0,0,0,0,1,0,1,0,0
854,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,121.0,43.0,24.0,8.0,11.0,0,1,0,0,0,0,0,1,0,1,0,0
855,9.0,50,5000,0,3.6,985,0,0,0,0,"elastic waist,Lace,Elastic,pants,casualshort,Short pants,summer shorts,Women's Fashion,women shorts,women fashion shorts,High Waist Pants,Shorts,Lace Up,solid color,sexy,Beach,Waist",s,50,Livraison standard,3,0,43,50,7889,3.9950564076562296,0,https://www.wish.com/c/5afa87619987a56b4ae7405c,0,0,1,388.0,198.0,168.0,77.0,154.0,0,0,1,0,1,0,0,0,0,0,1,0
856,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,27.0,5.0,2.0,0.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0
857,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,441.0,165.0,112.0,43.0,63.0,0,1,0,0,0,0,0,1,0,1,0,0
858,8.0,7,1000,0,4.23,650,0,0,0,0,"Summer,Shorts,Shirt,Sleeve,pineappleshirtwomen,pineappleflowerpattern,Tops,summer t-shirts,short sleeves,Round neck,topsforwoman,Women's Fashion,Fashion,teesamptshirt,graphic tees women,Casual,T Shirts,Necks",s,50,Livraison standard,3,0,43,50,28101,4.114800185046796,0,https://www.wish.com/c/5ccfa00e24ae2d5cf52f45ca,0,0,1,373.0,141.0,76.0,34.0,26.0,0,0,1,0,1,0,0,0,0,0,1,0
859,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,274.0,136.0,77.0,38.0,49.0,0,1,0,0,0,0,0,1,0,1,0,0
860,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,88.0,34.0,18.0,7.0,11.0,0,1,0,0,0,0,0,1,0,1,0,0
861,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,6.0,5.0,4.0,0.0,4.0,0,1,0,0,0,0,0,1,0,1,0,0
862,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1.0,0.0,0.0,0.0,2.0,0,1,0,0,0,0,0,1,0,1,0,0
863,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,22.0,10.0,23.0,10.0,22.0,0,1,0,0,0,0,0,1,0,1,0,0
864,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
865,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
866,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,4.0,2.0,0.0,3.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
867,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,3.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
868,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,136.0,43.0,20.0,6.0,18.0,0,1,0,0,0,0,0,1,0,1,0,0
869,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,3140.0,1357.0,1154.0,445.0,414.0,0,1,0,0,0,0,0,1,0,1,0,0
870,12.0,11,1000,0,3.61,171,0,0,0,0,"butterflyprint,butterfly,Plus Size,Summer,fashion dress,Dress,Mini dress,Mini,Women's Fashion,Fashion,Summer Fashion,knee,Casual,Women Fashion,casual dress,Shorts,button,summer dress,Women,Print,sleeveless,Above Knee dresses,loose dress",s,7,Livraison standard,3,0,54,50,4811,4.194554146747039,0,https://www.wish.com/c/5cccf1b9e723f0635d81553c,1,0,0,73.0,30.0,26.0,13.0,29.0,0,0,1,0,1,0,0,0,0,0,1,0
871,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,10.0,5.0,2.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
872,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,7.0,4.0,0.0,2.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
873,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,945.0,333.0,201.0,62.0,90.0,0,1,0,0,0,0,0,1,0,1,0,0
874,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,25.0,7.0,11.0,4.0,5.0,0,1,0,0,0,0,0,1,0,1,0,0
875,7.0,6,50000,0,4.12,9207,0,0,0,0,"Deep V-Neck,Vest,Plus Size,Halter,Summer,topsamptshirt,tank top,Ladies,T Shirts,Fashion,casual shirt,sexy,blouse,Tank,Casual,Women,halter top,Cotton,Loose tank tops,Cotton Shirt,Shirt,Tops,Women's Fashion,V-neck,sleeveless,women top,Ladies Fashion,button,sleeveless tops",m,6,Livraison standard,2,0,18,50,15538,4.156197708842837,0,https://www.wish.com/c/5b17a4cff4979a14e3b4bf7f,1,0,0,5077.0,1860.0,1185.0,467.0,618.0,1,0,0,0,1,0,0,0,1,0,0,0
876,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,4.0,2.0,0.0,0.0,4.0,0,1,0,0,0,0,0,1,0,1,0,0
877,3.83,4,5000,1,3.76,337,0,0,0,0,"capripant,Leggings,Beach Shorts,capri leggings,pants,Simple,yoga pants,women swimwear,Women's Fashion,Plus Size,womenswimbottom,Women,Swimming",s,50,Livraison standard,1,0,42,50,99283,4.285597735765438,0,https://www.wish.com/c/5d2ee72ad0c3c6130e8e15e8,0,0,1,163.0,48.0,54.0,27.0,45.0,0,0,1,0,1,0,0,0,0,0,1,0
878,13.0,84,10000,1,4.36,2592,1,0,1,0,"2 Piece Swimsuit,Plus Size,Swimming,plus size bikinis,sexy swimsuit,Bikini swimwear,women swimsuit,Beach,sexy bikini,Swimwear,Halter,Suits,Bikini,Fashion,Summer,swimsuits for girls,bandage bikini,Halter Bikini,Swimsuit,Women's Fashion,Women",s,50,Livraison standard,3,0,33,50,23719,4.301066655423922,1,https://www.wish.com/c/5b45bfd6d26302285f0f83e6,0,0,1,1632.0,531.0,260.0,68.0,101.0,0,0,1,0,1,0,0,0,0,0,1,0
879,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,384.0,160.0,125.0,59.0,89.0,0,1,0,0,0,0,0,1,0,1,0,0
880,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,94.0,50.0,21.0,12.0,25.0,0,1,0,0,0,0,0,1,0,1,0,0
881,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,5.0,5.0,1.0,2.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
882,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,2.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
883,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,303.0,122.0,99.0,35.0,73.0,0,1,0,0,0,0,0,1,0,1,0,0
884,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,7.0,2.0,2.0,0.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
885,9.0,8,1000,0,4.17,648,0,0,0,0,"bathing suit,Fashion,women beachwear,bikini set,Bikini,Summer,Print,Swimwear,Swimsuit,Floral print,beach swimwear,Women's Fashion,high waist,2piecesbikini,Suits,Floral,floralprintswimwear,Women,Beach,Waist",s,50,Livraison standard,3,0,41,50,37956,4.030377278954578,0,https://www.wish.com/c/5b61488334144513e27ce380,0,0,1,347.0,160.0,76.0,33.0,32.0,0,0,1,0,1,0,0,0,0,0,1,0
886,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,17.0,10.0,6.0,2.0,6.0,0,1,0,0,0,0,0,1,0,1,0,0
887,5.0,5,100,1,3.4,25,0,0,0,0,"lacebrallette,Plus Size,crop top,bralette top,tasselslingerie,Tops,brallettesexy,floral lace,Women's Fashion,Lingerie,Summer,brassierefemme,sleeveless,Floral,Tank,Women,Fashion,Bras,Lace",xs,50,Livraison standard,2,0,35,50,98,3.918367346938776,0,https://www.wish.com/c/5ea3ec32cf46550c2ee011e8,1,0,0,11.0,3.0,2.0,3.0,6.0,0,0,0,1,1,0,0,0,0,0,0,1
888,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,363.0,134.0,71.0,27.0,49.0,0,1,0,0,0,0,0,1,0,1,0,0
889,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,29.0,10.0,15.0,6.0,11.0,0,1,0,0,0,0,0,1,0,1,0,0
890,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,75.0,31.0,9.0,4.0,8.0,0,1,0,0,0,0,0,1,0,1,0,0
891,7.0,6,5000,0,3.23,1212,0,0,0,0,"Summer,Plus Size,short dress,Dress,Mini dress,Pocket,Women's Fashion,Sleeveless dress,off shoulder,solid color,women dress,Casual,Women",s,9,Livraison standard,2,0,13,50,1686,3.687425860023725,0,https://www.wish.com/c/5c9c7c98b453e26d96b0341f,0,0,1,393.0,201.0,198.0,133.0,287.0,0,0,1,0,1,0,0,0,0,0,1,0
892,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1269.0,485.0,355.0,153.0,264.0,0,1,0,0,0,0,0,1,0,1,0,0
893,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,5946.0,2952.0,2624.0,1310.0,1736.0,0,1,0,0,0,0,0,1,0,1,0,0
894,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,9.0,1.0,1.0,1.0,3.0,0,1,0,0,0,0,0,1,0,1,0,0
895,8.0,7,10000,0,3.66,864,0,0,0,0,"Summer,Shorts,Floral print,Necks,Sleeve,Pocket,polka dot,Loose,Polkas,short sleeves,Casual,Round neck,Floral,Women's Fashion,summer dress,Print,Dress,Women",s,50,Livraison standard,3,0,24,50,4295,3.8495925494761347,0,https://www.wish.com/c/5c9da0f8593b264e85540ba3,0,0,1,366.0,168.0,129.0,76.0,125.0,0,0,1,0,1,0,0,0,0,0,1,0
896,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,22.0,13.0,6.0,4.0,2.0,0,1,0,0,0,0,0,1,0,1,0,0
897,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,106.0,45.0,62.0,39.0,89.0,0,1,0,0,0,0,0,1,0,1,0,0
898,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,174.0,96.0,97.0,69.0,137.0,0,1,0,0,0,0,0,1,0,1,0,0
899,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,17.0,10.0,6.0,8.0,6.0,0,1,0,0,0,0,0,1,0,1,0,0
900,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,12.0,4.0,3.0,5.0,2.0,0,1,0,0,0,0,0,1,0,1,0,0
901,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,115.0,75.0,54.0,33.0,73.0,0,1,0,0,0,0,0,1,0,1,0,0
902,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,777.0,298.0,185.0,54.0,87.0,0,1,0,0,1,0,0,0,0,1,0,0
903,7.0,7,1000,0,4.02,636,0,0,0,0,"Summer,Vest,momshirt,Get,summer t-shirts,funnytop,yoga top,Tops,Women's Fashion,Fashion,Casual,Women,blouse,Funny,Tank,Shirt,graphic tee,sleevelessblouse,sportsamprecreation,Dinosaur,gymwear,sleeveless,casualblouse",s,50,Livraison standard,2,0,41,50,35358,4.018157135584592,1,https://www.wish.com/c/5ca2f72d96d90c7ed661b692,1,0,0,330.0,128.0,90.0,34.0,54.0,0,0,1,0,1,0,0,0,0,0,1,0
904,9.0,10,10,1,5.0,0,0,0,0,0,"blouse,Summer,Fashion,Ladies Fashion,topsandtop,slim,V-neck,Ladies,Women S Clothing,sleeveless tops,Print,sleeveless,Printing,Tops,Women",xs,50,Livraison standard,3,0,43,50,291,3.690721649484536,0,https://www.wish.com/c/5ed48479a79b693eae66e575,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1
905,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,33.0,10.0,4.0,2.0,5.0,0,1,0,0,0,0,0,1,0,1,0,0
906,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,61.0,28.0,16.0,10.0,6.0,0,1,0,0,0,0,0,1,0,1,0,0
907,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,322.0,122.0,62.0,13.0,31.0,0,1,0,0,0,0,0,1,0,1,0,0
908,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,82.0,17.0,7.0,3.0,4.0,0,1,0,0,0,0,0,1,0,1,0,0
909,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,68.0,27.0,15.0,9.0,8.0,0,1,0,0,0,0,0,1,0,1,0,0
910,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,520.0,133.0,106.0,40.0,71.0,0,1,0,0,0,0,0,1,0,1,0,0
911,5.0,5,5000,1,3.88,883,0,0,0,0,"women dress,dressesforwomen,Floral print,Summer,long dress,Plus Size,summer dress,Print,Women's Fashion,Dresses,beach dress,Sleeveless dress,fashion dresses,Floral,Party Dresses,Women,Fashion,Dress,sleeveless,casual dress",s,50,Livraison standard,2,0,23,50,11883,4.120676596818985,0,https://www.wish.com/c/5cededafd481f058c1c52148,0,0,1,446.0,162.0,109.0,59.0,107.0,0,0,1,0,1,0,0,0,0,0,1,0
912,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,6.0,3.0,2.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0
913,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,51.0,33.0,42.0,26.0,33.0,0,1,0,0,0,0,0,1,0,1,0,0
914,11.0,10,100,0,3.91,22,0,0,0,0,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women",xs,50,Livraison standard,3,0,40,50,7363,4.106342523427951,0,https://www.wish.com/c/5e93ffb081f3830154bf3585,0,0,1,13.0,1.0,4.0,1.0,3.0,0,0,0,1,1,0,0,0,0,0,0,1
915,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,50.0,14.0,6.0,4.0,7.0,0,1,0,0,0,0,0,1,0,1,0,0
916,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,9.0,3.0,2.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0
917,7.0,7,10,0,3.36,11,0,0,0,0,"Fashion,crop top,Fitness,Tops,Shorts,Women's Fashion,Plus Size,Sport Suits,sexy,Ladies,sleeveless,Sport,Collar,Women",m,1,Livraison standard,2,0,38,50,4485,3.810479375696767,0,https://www.wish.com/c/5e9fcb1b93ebc013c8dc9f18,1,0,0,4.0,1.0,3.0,1.0,2.0,1,0,0,0,1,0,0,0,1,0,0,0
918,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,68.0,31.0,21.0,14.0,20.0,0,1,0,0,1,0,0,0,0,1,0,0
919,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,85.0,35.0,38.0,26.0,65.0,0,1,0,0,1,0,0,0,0,1,0,0
920,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,667.0,217.0,137.0,59.0,85.0,0,1,0,0,0,0,0,1,0,1,0,0
921,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,337.0,118.0,89.0,33.0,62.0,0,1,0,0,0,0,0,1,0,1,0,0
922,11.0,14,20000,1,3.76,8029,0,0,0,0,"Summer,Leggings,trousers,high waist,Casual pants,Army,pants,Women's Fashion,pencil pants,Fashion,Green,Women,slim,Pants & Capris",s,19,Livraison standard,2,0,43,50,17760,4.137105855855856,1,https://www.wish.com/c/5af406469be1de3b00f73128,1,0,0,3689.0,1502.0,1160.0,592.0,1086.0,0,0,1,0,1,0,0,0,0,0,1,0
923,12.0,11,100,0,3.97,37,0,0,0,0,"Women's Fashion,Summer,Shorts,Sleeve,shortsleeveset,mensjoggersuit,sweat suit,Short pants,summersuitset,short sleeves,Sport,summerpant,Sport Suits,toppant,short sleeve shirt,Outfits,men's suits,Casual",s,50,Livraison standard,3,0,42,50,1452,3.7355371900826446,0,https://www.wish.com/c/5e7ef0c5014a212b80a7b19e,0,0,1,23.0,4.0,1.0,4.0,5.0,0,0,1,0,1,0,0,0,0,0,1,0
